customer_id,state,state_full
319,NJ,New Jersey
320,NJ,New Jersey
321,NJ,New Jersey
322,NJ,New Jersey
323,NJ,New Jersey
324,NJ,New Jersey
325,NJ,New Jersey
326,NJ,New Jersey
327,NJ,New Jersey
328,NJ,New Jersey
329,NJ,New Jersey
330,NJ,New Jersey
331,NJ,New Jersey
332,NJ,New Jersey
333,NJ,New Jersey
334,NJ,New Jersey
335,NJ,New Jersey
336,NJ,New Jersey
337,NJ,New Jersey
338,NJ,New Jersey
339,NJ,New Jersey
340,NJ,New Jersey
341,NJ,New Jersey
342,NJ,New Jersey
343,NJ,New Jersey
344,NJ,New Jersey
345,NJ,New Jersey
346,NJ,New Jersey
347,NJ,New Jersey
348,NJ,New Jersey
349,NJ,New Jersey
350,NJ,New Jersey
351,WA,Washington
352,WA,Washington
353,WA,Washington
354,WA,Washington
355,WA,Washington
356,WA,Washington
357,WA,Washington
358,WA,Washington
359,WA,Washington
360,WA,Washington
361,WA,Washington
362,WA,Washington
363,WA,Washington
364,WA,Washington
365,WA,Washington
366,WA,Washington
367,WA,Washington
368,WA,Washington
369,WA,Washington
370,WA,Washington
371,WA,Washington
372,WA,Washington
373,WA,Washington
374,WA,Washington
375,WA,Washington
376,WA,Washington
377,WA,Washington
378,WA,Washington
379,WA,Washington
380,WA,Washington
381,WA,Washington
382,WA,Washington
383,WA,Washington
384,WA,Washington
385,WA,Washington
386,WA,Washington
387,WA,Washington
388,WA,Washington
389,WA,Washington
390,WA,Washington
391,WA,Washington
392,WA,Washington
393,WA,Washington
394,WA,Washington
395,WA,Washington
396,WA,Washington
397,WA,Washington
398,WA,Washington
399,WA,Washington
400,WA,Washington
401,WA,Washington
402,WA,Washington
403,WA,Washington
404,WA,Washington
405,WA,Washington
406,WA,Washington
407,WA,Washington
408,WA,Washington
409,WA,Washington
410,WA,Washington
411,WA,Washington
412,WA,Washington
413,WA,Washington
414,WA,Washington
415,WA,Washington
416,WA,Washington
417,WA,Washington
418,WA,Washington
419,WA,Washington
420,WA,Washington
421,CO,Colorado
422,CO,Colorado
423,CO,Colorado
424,CO,Colorado
425,CO,Colorado
426,CO,Colorado
427,CO,Colorado
428,CO,Colorado
429,CO,Colorado
430,CO,Colorado
431,CO,Colorado
432,CO,Colorado
433,CO,Colorado
434,CO,Colorado
435,CO,Colorado
436,CO,Colorado
437,CO,Colorado
438,CO,Colorado
439,CO,Colorado
440,CO,Colorado
441,CO,Colorado
442,CO,Colorado
443,CO,Colorado
444,CO,Colorado
445,CO,Colorado
446,CO,Colorado
447,CO,Colorado
448,CO,Colorado
449,CO,Colorado
450,CO,Colorado
451,CO,Colorado
452,CO,Colorado
453,CO,Colorado
454,CO,Colorado
455,CO,Colorado
456,CO,Colorado
457,CO,Colorado
458,CO,Colorado
459,CO,Colorado
460,CO,Colorado
461,CO,Colorado
462,CO,Colorado
463,CO,Colorado
464,CO,Colorado
465,CO,Colorado
466,CO,Colorado
467,CO,Colorado
468,CO,Colorado
469,CO,Colorado
470,CO,Colorado
471,CO,Colorado
472,CO,Colorado
473,CO,Colorado
474,CO,Colorado
475,CO,Colorado
476,CO,Colorado
477,CO,Colorado
478,CO,Colorado
479,CO,Colorado
480,CO,Colorado
481,CO,Colorado
482,CO,Colorado
483,CO,Colorado
484,CO,Colorado
485,CO,Colorado
486,CO,Colorado
487,CO,Colorado
488,CO,Colorado
489,CO,Colorado
490,CO,Colorado
491,OR,Oregon
492,OR,Oregon
493,OR,Oregon
494,OR,Oregon
495,OR,Oregon
496,OR,Oregon
497,OR,Oregon
498,OR,Oregon
499,OR,Oregon
500,OR,Oregon
501,OR,Oregon
502,OR,Oregon
503,OR,Oregon
504,OR,Oregon
505,OR,Oregon
506,OR,Oregon
507,OR,Oregon
508,OR,Oregon
509,OR,Oregon
510,OR,Oregon
511,OR,Oregon
512,OR,Oregon
513,OR,Oregon
514,OR,Oregon
515,OR,Oregon
516,OR,Oregon
517,OR,Oregon
518,OR,Oregon
519,OR,Oregon
520,OR,Oregon
521,OR,Oregon
522,OR,Oregon
523,OR,Oregon
524,OR,Oregon
525,OR,Oregon
526,OR,Oregon
527,OR,Oregon
528,OR,Oregon
529,OR,Oregon
530,OR,Oregon
531,OR,Oregon
532,OR,Oregon
533,OR,Oregon
534,OR,Oregon
535,OR,Oregon
536,OR,Oregon
537,OR,Oregon
538,OR,Oregon
539,OR,Oregon
540,OR,Oregon
541,OR,Oregon
542,OR,Oregon
543,OR,Oregon
544,OR,Oregon
545,OR,Oregon
546,OR,Oregon
547,OR,Oregon
548,OR,Oregon
549,OR,Oregon
550,OR,Oregon
551,OR,Oregon
552,OR,Oregon
553,OR,Oregon
554,OR,Oregon
555,OR,Oregon
556,OR,Oregon
557,OR,Oregon
558,OR,Oregon
559,OR,Oregon
560,OR,Oregon
561,DE,Delaware
562,DE,Delaware
563,DE,Delaware
564,DE,Delaware
565,DE,Delaware
566,DE,Delaware
567,DE,Delaware
568,DE,Delaware
569,DE,Delaware
570,DE,Delaware
571,DE,Delaware
572,DE,Delaware
573,DE,Delaware
574,DE,Delaware
575,DE,Delaware
576,DE,Delaware
577,DE,Delaware
578,DE,Delaware
579,DE,Delaware
580,DE,Delaware
581,DE,Delaware
582,DE,Delaware
583,DE,Delaware
584,DE,Delaware
585,DE,Delaware
586,DE,Delaware
587,DE,Delaware
588,DE,Delaware
589,DE,Delaware
590,DE,Delaware
591,DE,Delaware
592,DE,Delaware
593,DE,Delaware
594,DE,Delaware
595,DE,Delaware
596,DE,Delaware
597,DE,Delaware
598,DE,Delaware
599,DE,Delaware
600,DE,Delaware
601,DE,Delaware
602,DE,Delaware
603,DE,Delaware
604,DE,Delaware
605,DE,Delaware
606,DE,Delaware
607,DE,Delaware
608,DE,Delaware
609,DE,Delaware
610,DE,Delaware
611,DE,Delaware
612,DE,Delaware
613,DE,Delaware
614,DE,Delaware
615,DE,Delaware
616,DE,Delaware
617,DE,Delaware
618,DE,Delaware
619,DE,Delaware
620,DE,Delaware
621,DE,Delaware
622,DE,Delaware
623,DE,Delaware
624,DE,Delaware
625,DE,Delaware
626,DE,Delaware
627,DE,Delaware
628,DE,Delaware
629,DE,Delaware
630,DE,Delaware
631,OH,Ohio
632,OH,Ohio
633,OH,Ohio
634,OH,Ohio
635,OH,Ohio
636,OH,Ohio
637,OH,Ohio
638,OH,Ohio
639,OH,Ohio
640,OH,Ohio
641,OH,Ohio
642,OH,Ohio
643,OH,Ohio
644,OH,Ohio
645,OH,Ohio
646,OH,Ohio
647,OH,Ohio
648,OH,Ohio
649,OH,Ohio
650,OH,Ohio
651,OH,Ohio
652,OH,Ohio
653,OH,Ohio
654,OH,Ohio
655,OH,Ohio
656,OH,Ohio
657,OH,Ohio
658,OH,Ohio
659,OH,Ohio
660,OH,Ohio
661,OH,Ohio
662,OH,Ohio
663,OH,Ohio
664,OH,Ohio
665,OH,Ohio
666,OH,Ohio
667,OH,Ohio
668,OH,Ohio
669,OH,Ohio
670,OH,Ohio
671,OH,Ohio
672,OH,Ohio
673,OH,Ohio
674,OH,Ohio
675,OH,Ohio
676,OH,Ohio
677,OH,Ohio
678,OH,Ohio
679,OH,Ohio
680,OH,Ohio
681,OH,Ohio
682,OH,Ohio
683,OH,Ohio
684,OH,Ohio
685,OH,Ohio
686,OH,Ohio
687,OH,Ohio
688,OH,Ohio
689,OH,Ohio
690,OH,Ohio
691,OH,Ohio
692,OH,Ohio
693,OH,Ohio
694,OH,Ohio
695,OH,Ohio
696,OH,Ohio
697,OH,Ohio
698,OH,Ohio
699,OH,Ohio
700,OH,Ohio
701,FL,Florida
702,FL,Florida
703,FL,Florida
704,FL,Florida
705,FL,Florida
706,FL,Florida
707,FL,Florida
708,FL,Florida
709,FL,Florida
710,FL,Florida
711,FL,Florida
712,FL,Florida
713,FL,Florida
714,FL,Florida
715,FL,Florida
716,FL,Florida
717,FL,Florida
718,FL,Florida
719,FL,Florida
720,FL,Florida
721,FL,Florida
722,FL,Florida
723,FL,Florida
724,FL,Florida
725,FL,Florida
726,FL,Florida
727,FL,Florida
728,FL,Florida
729,FL,Florida
730,FL,Florida
731,FL,Florida
732,FL,Florida
733,FL,Florida
734,FL,Florida
735,FL,Florida
736,FL,Florida
737,FL,Florida
738,FL,Florida
739,FL,Florida
740,FL,Florida
741,FL,Florida
742,FL,Florida
743,FL,Florida
744,FL,Florida
745,FL,Florida
746,FL,Florida
747,FL,Florida
748,FL,Florida
749,FL,Florida
750,FL,Florida
751,FL,Florida
752,FL,Florida
753,FL,Florida
754,FL,Florida
755,FL,Florida
756,FL,Florida
757,FL,Florida
758,FL,Florida
759,FL,Florida
760,FL,Florida
761,FL,Florida
762,FL,Florida
763,FL,Florida
764,FL,Florida
765,FL,Florida
766,FL,Florida
767,FL,Florida
768,FL,Florida
769,FL,Florida
770,FL,Florida
771,PA,Pennsylvania
772,PA,Pennsylvania
773,PA,Pennsylvania
774,PA,Pennsylvania
775,PA,Pennsylvania
776,PA,Pennsylvania
777,PA,Pennsylvania
778,PA,Pennsylvania
779,PA,Pennsylvania
780,PA,Pennsylvania
781,PA,Pennsylvania
782,PA,Pennsylvania
783,PA,Pennsylvania
784,PA,Pennsylvania
785,PA,Pennsylvania
786,PA,Pennsylvania
787,PA,Pennsylvania
788,PA,Pennsylvania
789,PA,Pennsylvania
790,PA,Pennsylvania
791,PA,Pennsylvania
792,PA,Pennsylvania
793,PA,Pennsylvania
794,PA,Pennsylvania
795,PA,Pennsylvania
796,PA,Pennsylvania
797,PA,Pennsylvania
798,PA,Pennsylvania
799,PA,Pennsylvania
800,PA,Pennsylvania
801,PA,Pennsylvania
802,PA,Pennsylvania
803,PA,Pennsylvania
804,PA,Pennsylvania
805,PA,Pennsylvania
806,PA,Pennsylvania
807,PA,Pennsylvania
808,PA,Pennsylvania
809,PA,Pennsylvania
810,PA,Pennsylvania
811,PA,Pennsylvania
812,PA,Pennsylvania
813,PA,Pennsylvania
814,PA,Pennsylvania
815,PA,Pennsylvania
816,PA,Pennsylvania
817,PA,Pennsylvania
818,PA,Pennsylvania
819,PA,Pennsylvania
820,PA,Pennsylvania
821,PA,Pennsylvania
822,PA,Pennsylvania
823,PA,Pennsylvania
824,PA,Pennsylvania
825,PA,Pennsylvania
826,PA,Pennsylvania
827,PA,Pennsylvania
828,PA,Pennsylvania
829,PA,Pennsylvania
830,PA,Pennsylvania
831,PA,Pennsylvania
832,PA,Pennsylvania
833,PA,Pennsylvania
834,PA,Pennsylvania
835,PA,Pennsylvania
836,PA,Pennsylvania
837,PA,Pennsylvania
838,PA,Pennsylvania
839,PA,Pennsylvania
840,PA,Pennsylvania
841,MI,Michigan
842,MI,Michigan
843,MI,Michigan
844,MI,Michigan
845,MI,Michigan
846,MI,Michigan
847,MI,Michigan
848,MI,Michigan
849,MI,Michigan
850,MI,Michigan
851,MI,Michigan
852,MI,Michigan
853,MI,Michigan
854,MI,Michigan
855,MI,Michigan
856,MI,Michigan
857,MI,Michigan
858,MI,Michigan
859,MI,Michigan
860,MI,Michigan
861,MI,Michigan
862,MI,Michigan
863,MI,Michigan
864,MI,Michigan
865,MI,Michigan
866,MI,Michigan
867,MI,Michigan
868,MI,Michigan
869,MI,Michigan
870,MI,Michigan
871,MI,Michigan
872,MI,Michigan
873,MI,Michigan
874,MI,Michigan
875,MI,Michigan
876,MI,Michigan
877,MI,Michigan
878,MI,Michigan
879,MI,Michigan
880,MI,Michigan
881,MI,Michigan
882,MI,Michigan
883,MI,Michigan
884,MI,Michigan
885,MI,Michigan
886,MI,Michigan
887,MI,Michigan
888,MI,Michigan
889,MI,Michigan
890,MI,Michigan
891,MI,Michigan
892,MI,Michigan
893,MI,Michigan
894,MI,Michigan
895,MI,Michigan
896,MI,Michigan
897,MI,Michigan
898,MI,Michigan
899,MI,Michigan
900,MI,Michigan
901,MI,Michigan
902,MI,Michigan
903,MI,Michigan
904,MI,Michigan
905,MI,Michigan
906,MI,Michigan
907,MI,Michigan
908,MI,Michigan
909,MI,Michigan
910,MI,Michigan
911,MN,Minnesota
912,MN,Minnesota
913,MN,Minnesota
914,MN,Minnesota
915,MN,Minnesota
916,MN,Minnesota
917,MN,Minnesota
918,MN,Minnesota
919,MN,Minnesota
920,MN,Minnesota
921,MN,Minnesota
922,MN,Minnesota
923,MN,Minnesota
924,MN,Minnesota
925,MN,Minnesota
926,MN,Minnesota
927,MN,Minnesota
928,MN,Minnesota
929,MN,Minnesota
930,MN,Minnesota
931,MN,Minnesota
932,MN,Minnesota
933,MN,Minnesota
934,MN,Minnesota
935,MN,Minnesota
936,MN,Minnesota
937,MN,Minnesota
938,MN,Minnesota
939,MN,Minnesota
940,MN,Minnesota
941,MN,Minnesota
942,MN,Minnesota
943,MN,Minnesota
944,MN,Minnesota
945,MN,Minnesota
946,MN,Minnesota
947,MN,Minnesota
948,MN,Minnesota
949,MN,Minnesota
950,MN,Minnesota
951,MN,Minnesota
952,MN,Minnesota
953,MN,Minnesota
954,MN,Minnesota
955,MN,Minnesota
956,MN,Minnesota
957,MN,Minnesota
958,MN,Minnesota
959,MN,Minnesota
960,MN,Minnesota
961,MN,Minnesota
962,MN,Minnesota
963,MN,Minnesota
964,MN,Minnesota
965,MN,Minnesota
966,MN,Minnesota
967,MN,Minnesota
968,MN,Minnesota
969,MN,Minnesota
970,MN,Minnesota
971,MN,Minnesota
972,MN,Minnesota
973,MN,Minnesota
974,MN,Minnesota
975,MN,Minnesota
976,MN,Minnesota
977,MN,Minnesota
978,MN,Minnesota
979,MN,Minnesota
980,MN,Minnesota
981,TX,Texas
982,TX,Texas
983,TX,Texas
984,TX,Texas
985,TX,Texas
986,TX,Texas
987,TX,Texas
988,TX,Texas
989,TX,Texas
990,TX,Texas
991,TX,Texas
992,TX,Texas
993,TX,Texas
994,TX,Texas
995,TX,Texas
996,TX,Texas
997,TX,Texas
998,TX,Texas
999,TX,Texas
1000,TX,Texas
2591,AK,Alaska
2592,AK,Alaska
2593,AK,Alaska
2594,AK,Alaska
2595,AK,Alaska
2596,AK,Alaska
2597,AK,Alaska
2598,AK,Alaska
2599,AK,Alaska
2600,AK,Alaska
2601,AK,Alaska
2602,AK,Alaska
2603,AK,Alaska
2604,AK,Alaska
2605,AK,Alaska
2606,AK,Alaska
2607,AK,Alaska
2608,AK,Alaska
2609,AK,Alaska
2610,AK,Alaska
2611,AK,Alaska
2612,AK,Alaska
2613,AK,Alaska
2614,AK,Alaska
2615,AK,Alaska
2616,AK,Alaska
2617,AK,Alaska
2618,AK,Alaska
2619,AK,Alaska
2620,AK,Alaska
2621,AK,Alaska
2622,AK,Alaska
2623,AK,Alaska
2624,AK,Alaska
2625,AK,Alaska
2626,AK,Alaska
2627,AK,Alaska
2628,AK,Alaska
2629,AK,Alaska
2630,AK,Alaska
2631,AK,Alaska
2632,AK,Alaska
2633,AK,Alaska
2634,AK,Alaska
2635,AK,Alaska
2636,AK,Alaska
2637,AK,Alaska
2638,AK,Alaska
2639,AK,Alaska
2640,AK,Alaska
2641,AK,Alaska
2642,AK,Alaska
2643,AK,Alaska
2644,AK,Alaska
2645,AK,Alaska
2646,AK,Alaska
2647,AK,Alaska
2648,AK,Alaska
2649,AK,Alaska
2650,AK,Alaska
2651,AK,Alaska
2652,AK,Alaska
2653,AK,Alaska
2654,AK,Alaska
2655,AK,Alaska
2656,AK,Alaska
2657,AK,Alaska
2658,AK,Alaska
2659,AK,Alaska
2660,AK,Alaska
6721,AK,Alaska
6722,AK,Alaska
6723,AK,Alaska
6724,AK,Alaska
6725,AK,Alaska
6726,AK,Alaska
6727,AK,Alaska
6728,AK,Alaska
6729,AK,Alaska
6730,AK,Alaska
6731,AK,Alaska
6732,AK,Alaska
6733,AK,Alaska
6734,AK,Alaska
6735,AK,Alaska
6736,AK,Alaska
6737,AK,Alaska
6738,AK,Alaska
6739,AK,Alaska
6740,AK,Alaska
6741,AK,Alaska
6742,AK,Alaska
6743,AK,Alaska
6744,AK,Alaska
6745,AK,Alaska
6746,AK,Alaska
6747,AK,Alaska
6748,AK,Alaska
6749,AK,Alaska
6750,AK,Alaska
6751,AK,Alaska
6752,AK,Alaska
6753,AK,Alaska
6754,AK,Alaska
6755,AK,Alaska
6756,AK,Alaska
6757,AK,Alaska
6758,AK,Alaska
6759,AK,Alaska
6760,AK,Alaska
6761,AK,Alaska
6762,AK,Alaska
6763,AK,Alaska
6764,AK,Alaska
6765,AK,Alaska
6766,AK,Alaska
6767,AK,Alaska
6768,AK,Alaska
6769,AK,Alaska
6770,AK,Alaska
6771,AK,Alaska
6772,AK,Alaska
6773,AK,Alaska
6774,AK,Alaska
6775,AK,Alaska
6776,AK,Alaska
6777,AK,Alaska
6778,AK,Alaska
6779,AK,Alaska
6780,AK,Alaska
6781,AK,Alaska
6782,AK,Alaska
6783,AK,Alaska
6784,AK,Alaska
6785,AK,Alaska
6786,AK,Alaska
6787,AK,Alaska
6788,AK,Alaska
6789,AK,Alaska
6790,AK,Alaska
2101,AL,Alabama
2102,AL,Alabama
2103,AL,Alabama
2104,AL,Alabama
2105,AL,Alabama
2106,AL,Alabama
2107,AL,Alabama
2108,AL,Alabama
2109,AL,Alabama
2110,AL,Alabama
2111,AL,Alabama
2112,AL,Alabama
2113,AL,Alabama
2114,AL,Alabama
2115,AL,Alabama
2116,AL,Alabama
2117,AL,Alabama
2118,AL,Alabama
2119,AL,Alabama
2120,AL,Alabama
2121,AL,Alabama
2122,AL,Alabama
2123,AL,Alabama
2124,AL,Alabama
2125,AL,Alabama
2126,AL,Alabama
2127,AL,Alabama
2128,AL,Alabama
2129,AL,Alabama
2130,AL,Alabama
2131,AL,Alabama
2132,AL,Alabama
2133,AL,Alabama
2134,AL,Alabama
2135,AL,Alabama
2136,AL,Alabama
2137,AL,Alabama
2138,AL,Alabama
2139,AL,Alabama
2140,AL,Alabama
2141,AL,Alabama
2142,AL,Alabama
2143,AL,Alabama
2144,AL,Alabama
2145,AL,Alabama
2146,AL,Alabama
2147,AL,Alabama
2148,AL,Alabama
2149,AL,Alabama
2150,AL,Alabama
2151,AL,Alabama
2152,AL,Alabama
2153,AL,Alabama
2154,AL,Alabama
2155,AL,Alabama
2156,AL,Alabama
2157,AL,Alabama
2158,AL,Alabama
2159,AL,Alabama
2160,AL,Alabama
2161,AL,Alabama
2162,AL,Alabama
2163,AL,Alabama
2164,AL,Alabama
2165,AL,Alabama
2166,AL,Alabama
2167,AL,Alabama
2168,AL,Alabama
2169,AL,Alabama
2170,AL,Alabama
6231,AL,Alabama
6232,AL,Alabama
6233,AL,Alabama
6234,AL,Alabama
6235,AL,Alabama
6236,AL,Alabama
6237,AL,Alabama
6238,AL,Alabama
6239,AL,Alabama
6240,AL,Alabama
6241,AL,Alabama
6242,AL,Alabama
6243,AL,Alabama
6244,AL,Alabama
6245,AL,Alabama
6246,AL,Alabama
6247,AL,Alabama
6248,AL,Alabama
6249,AL,Alabama
6250,AL,Alabama
6251,AL,Alabama
6252,AL,Alabama
6253,AL,Alabama
6254,AL,Alabama
6255,AL,Alabama
6256,AL,Alabama
6257,AL,Alabama
6258,AL,Alabama
6259,AL,Alabama
6260,AL,Alabama
6261,AL,Alabama
6262,AL,Alabama
6263,AL,Alabama
6264,AL,Alabama
6265,AL,Alabama
6266,AL,Alabama
6267,AL,Alabama
6268,AL,Alabama
6269,AL,Alabama
6270,AL,Alabama
6271,AL,Alabama
6272,AL,Alabama
6273,AL,Alabama
6274,AL,Alabama
6275,AL,Alabama
6276,AL,Alabama
6277,AL,Alabama
6278,AL,Alabama
6279,AL,Alabama
6280,AL,Alabama
6281,AL,Alabama
6282,AL,Alabama
6283,AL,Alabama
6284,AL,Alabama
6285,AL,Alabama
6286,AL,Alabama
6287,AL,Alabama
6288,AL,Alabama
6289,AL,Alabama
6290,AL,Alabama
6291,AL,Alabama
6292,AL,Alabama
6293,AL,Alabama
6294,AL,Alabama
6295,AL,Alabama
6296,AL,Alabama
6297,AL,Alabama
6298,AL,Alabama
6299,AL,Alabama
6300,AL,Alabama
1821,AR,Arkansas
1822,AR,Arkansas
1823,AR,Arkansas
1824,AR,Arkansas
1825,AR,Arkansas
1826,AR,Arkansas
1827,AR,Arkansas
1828,AR,Arkansas
1829,AR,Arkansas
1830,AR,Arkansas
1831,AR,Arkansas
1832,AR,Arkansas
1833,AR,Arkansas
1834,AR,Arkansas
1835,AR,Arkansas
1836,AR,Arkansas
1837,AR,Arkansas
1838,AR,Arkansas
1839,AR,Arkansas
1840,AR,Arkansas
1841,AR,Arkansas
1842,AR,Arkansas
1843,AR,Arkansas
1844,AR,Arkansas
1845,AR,Arkansas
1846,AR,Arkansas
1847,AR,Arkansas
1848,AR,Arkansas
1849,AR,Arkansas
1850,AR,Arkansas
1851,AR,Arkansas
1852,AR,Arkansas
1853,AR,Arkansas
1854,AR,Arkansas
1855,AR,Arkansas
1856,AR,Arkansas
1857,AR,Arkansas
1858,AR,Arkansas
1859,AR,Arkansas
1860,AR,Arkansas
1861,AR,Arkansas
1862,AR,Arkansas
1863,AR,Arkansas
1864,AR,Arkansas
1865,AR,Arkansas
1866,AR,Arkansas
1867,AR,Arkansas
1868,AR,Arkansas
1869,AR,Arkansas
1870,AR,Arkansas
1871,AR,Arkansas
1872,AR,Arkansas
1873,AR,Arkansas
1874,AR,Arkansas
1875,AR,Arkansas
1876,AR,Arkansas
1877,AR,Arkansas
1878,AR,Arkansas
1879,AR,Arkansas
1880,AR,Arkansas
1881,AR,Arkansas
1882,AR,Arkansas
1883,AR,Arkansas
1884,AR,Arkansas
1885,AR,Arkansas
1886,AR,Arkansas
1887,AR,Arkansas
1888,AR,Arkansas
1889,AR,Arkansas
1890,AR,Arkansas
5951,AR,Arkansas
5952,AR,Arkansas
5953,AR,Arkansas
5954,AR,Arkansas
5955,AR,Arkansas
5956,AR,Arkansas
5957,AR,Arkansas
5958,AR,Arkansas
5959,AR,Arkansas
5960,AR,Arkansas
5961,AR,Arkansas
5962,AR,Arkansas
