customer_id,order_date,order_id,total_price
6255,18-06-2024,4112,306.44
7507,11-04-2024,6240,204.15
4202,29-08-2024,73,892.69
2945,21-01-2024,7019,66.63
4261,24-12-2023,7301,76.79
4509,15-12-2023,1686,438.36
8822,02-08-2024,9179,724.06
5828,23-04-2024,13881,939.8
6349,11-07-2024,11071,471.69
9084,25-10-2024,14528,266.73
4227,17-10-2024,3355,564.12
6696,21-01-2024,5915,292.23
4137,17-01-2024,275,531.5
4667,18-10-2024,11960,103.87
6421,21-03-2024,6205,889.87
4777,04-08-2024,8386,973.1
2178,04-05-2024,11955,58.26
9148,28-01-2024,8883,646.77
3652,24-02-2024,10438,671.62
8161,11-04-2024,7619,267.26
8341,17-08-2024,500,73.13
7070,11-02-2024,7198,57.14
2768,06-09-2024,7023,541.66
1133,29-06-2024,5660,28.56
1169,16-02-2024,13674,36.26
1137,19-11-2023,4188,332.27
4342,04-10-2024,14319,297.23
1122,20-04-2024,14267,885.71
8443,28-04-2024,6751,882.84
3361,29-12-2023,12054,102.48
5678,10-10-2024,9465,24.58
7284,19-07-2024,3029,664.86
3293,08-10-2024,798,827.36
9048,02-01-2024,6325,548.07
5566,17-03-2024,2074,102.35
6604,20-09-2024,13526,450.84
5699,12-04-2024,5226,320.63
7815,14-04-2024,10182,292.74
7985,14-12-2023,1732,914.01
1847,31-10-2024,1595,494.85
6503,04-02-2024,1660,372.86
676,07-04-2024,6204,549.02
6236,14-03-2024,195,821.41
2601,29-10-2024,9773,128.81
6701,14-08-2024,5083,226.17
9433,06-03-2024,9705,526.31
4840,24-10-2024,7605,565.55
8839,13-09-2024,10406,68.84
5133,30-04-2024,6232,524.4
6102,19-04-2024,10205,641.16
6809,01-12-2023,9342,345.35
8639,02-12-2023,7299,439.62
6824,25-07-2024,246,179.11
2220,24-05-2024,5189,24.44
1356,12-09-2024,5854,483.56
4197,23-11-2023,5029,912.06
9783,15-12-2023,8809,366.93
8779,04-01-2024,8656,737.66
4046,01-10-2024,11589,224.3
3240,11-08-2024,483,556.46
1161,25-07-2024,1417,692.27
2268,29-07-2024,3529,64.31
6815,11-05-2024,10217,820.38
2836,01-06-2024,1401,445.58
4330,26-07-2024,14780,941.55
4032,15-05-2024,14491,987.83
697,01-08-2024,9960,909.9
7813,28-09-2024,14323,986.83
1763,01-01-2024,932,458.15
7890,22-04-2024,8458,822.36
9261,09-03-2024,7823,440.72
2820,03-08-2024,8393,105.38
4105,04-02-2024,7984,175.47
1104,02-02-2024,3478,953.38
1540,29-05-2024,3485,144.47
8043,11-08-2024,1683,173.84
8556,17-03-2024,404,843.03
5435,02-11-2024,10250,49.41
4970,22-04-2024,4970,476.72
9188,31-10-2024,13791,405.01
9600,12-09-2024,3985,670.09
3230,11-05-2024,4915,767.83
6140,21-03-2024,10082,92.03
5039,22-08-2024,8322,273.68
4743,26-05-2024,4762,849.85
4499,26-03-2024,9180,787.86
9309,07-06-2024,606,923.72
4590,08-09-2024,4856,888.6
9409,21-02-2024,3256,152.66
3805,14-09-2024,4776,721.28
6787,03-01-2024,1410,892.62
578,01-12-2023,1657,854.44
4549,23-05-2024,9541,340.95
7210,14-10-2024,2573,565.68
6305,19-09-2024,255,413.43
3691,04-08-2024,5927,768.11
5653,18-02-2024,12666,468.79
2957,11-12-2023,7180,987.45
3259,05-03-2024,10435,908.44
7939,29-02-2024,12448,213.64
951,22-12-2023,5592,135.48
3879,21-05-2024,5344,59.44
3446,23-05-2024,10345,217.59
964,04-09-2024,11093,937.96
6456,03-01-2024,4829,476.04
4774,07-11-2023,121,883.89
6852,01-03-2024,10372,907.87
2122,12-01-2024,7790,283.85
2104,08-12-2023,857,36.94
2928,23-07-2024,7895,767.12
3042,30-04-2024,3907,998.53
5723,08-02-2024,3453,240.36
9310,03-05-2024,14704,655.69
6044,06-05-2024,4420,543.42
8267,15-05-2024,9516,205.42
7527,03-02-2024,5622,507.24
9036,25-04-2024,12141,438.76
3959,26-02-2024,8999,305.09
4511,29-10-2024,13721,684.36
1658,27-10-2024,13107,189
423,23-02-2024,4987,181.19
5487,04-07-2024,8320,664.03
9073,22-12-2023,784,133.01
6774,20-02-2024,11403,65.4
4185,04-05-2024,11821,966.03
6845,11-01-2024,4469,225.32
2087,03-01-2024,6492,669.57
6272,22-06-2024,13155,737.9
2500,12-03-2024,10687,509.7
64,20-08-2024,11378,49.48
9964,23-08-2024,6374,520.7
139,22-02-2024,5257,676.87
3427,11-07-2024,8660,456.86
6247,14-08-2024,9536,712.64
3633,15-07-2024,4534,607.74
6894,21-07-2024,50,695.19
7671,12-02-2024,8142,76.69
3167,04-01-2024,13282,842.77
8594,10-11-2023,6616,797.63
3321,25-12-2023,4510,792.1
911,28-03-2024,14833,293.07
2534,17-06-2024,278,530.99
2295,20-10-2024,9091,380.26
1470,17-11-2023,3282,351.74
3898,04-09-2024,6511,468.45
966,17-08-2024,4412,523.27
1365,09-05-2024,7604,917.43
2325,17-06-2024,2693,145.7
5451,28-08-2024,2192,475.27
3960,23-02-2024,13113,369.54
1011,08-01-2024,13589,614.53
3872,17-07-2024,7906,571.6
2215,25-10-2024,14198,20.46
6383,04-05-2024,5500,653.79
8968,27-01-2024,8500,641.3
5812,08-10-2024,975,554.3
1598,28-03-2024,2094,560.43
5055,20-12-2023,13717,753.02
2613,04-09-2024,10011,948.23
4232,25-01-2024,5931,433.39
5497,06-04-2024,9385,798.49
8547,01-11-2024,1196,498.37
7053,14-07-2024,10772,40.72
557,26-07-2024,2309,832.71
9688,02-09-2024,8427,673.49
6690,18-12-2023,10910,922.53
6657,01-02-2024,2953,96.75
3748,02-11-2024,3077,893.46
1933,24-02-2024,12690,437.37
2640,15-02-2024,2072,53.64
9536,14-02-2024,4342,900.52
4430,25-05-2024,13872,280.2
2399,22-10-2024,3859,314.97
8220,16-03-2024,9892,388.97
9424,17-01-2024,7809,63.41
534,22-10-2024,6963,380.76
4113,15-01-2024,13632,255.02
2947,24-07-2024,8918,420.1
6384,20-02-2024,5123,289.13
9936,23-05-2024,2940,809.09
1353,15-05-2024,13403,56.66
9276,08-11-2023,10827,809.72
8995,10-11-2023,5646,888.17
216,13-07-2024,9149,622.5
2853,13-05-2024,12082,279.44
1445,23-11-2023,13690,617.66
8268,31-10-2024,5614,163.57
5676,23-01-2024,12682,517.38
3088,15-04-2024,7737,92.26
9927,09-09-2024,13466,694.35
6513,03-10-2024,7458,283.48
6001,03-01-2024,8769,963.4
9150,25-01-2024,13514,564.2
1116,09-08-2024,6582,942.49
9021,18-06-2024,7584,309.72
8150,08-06-2024,13647,794.94
6294,15-09-2024,9206,940.43
1619,18-05-2024,12962,804.79
7069,02-11-2024,5372,512.12
9076,09-06-2024,5352,826.68
4326,18-01-2024,3996,640
6463,14-09-2024,142,990.41
4601,11-03-2024,6617,811.98
4356,20-02-2024,11422,797
7173,08-08-2024,4246,925.67
4587,02-10-2024,2441,581.08
5254,23-01-2024,306,588.22
3424,10-09-2024,3950,951.6
7291,25-08-2024,13207,942.1
5369,20-08-2024,40,463.28
5458,07-06-2024,12174,805.11
80,04-09-2024,5595,419.01
2669,20-09-2024,1606,839
837,30-06-2024,752,945.52
5148,07-03-2024,580,928.38
2565,13-05-2024,11623,578.2
3067,20-08-2024,6526,674.87
1335,13-05-2024,2411,947.98
7172,15-04-2024,7417,333.46
8666,26-08-2024,3692,358.7
2068,18-05-2024,14294,930.99
5558,24-02-2024,11704,675.91
1619,17-08-2024,8196,416.1
1493,24-05-2024,11697,784.04
8291,25-02-2024,3659,566.69
8209,24-07-2024,4224,872.81
598,17-05-2024,11762,471.71
8538,09-09-2024,307,142.43
25,18-09-2024,5222,58.87
6357,26-08-2024,6131,645.42
3815,17-03-2024,13553,108.23
3378,09-07-2024,1236,513.89
4509,02-01-2024,12049,79.92
9177,27-05-2024,12498,245.74
9086,08-07-2024,154,528.62
3903,06-05-2024,10473,202.52
4618,21-08-2024,9978,888.96
7708,13-11-2023,10415,580.69
7997,01-01-2024,4919,750.57
2169,23-05-2024,9980,58.31
5959,07-11-2023,3994,880
9124,25-08-2024,14410,890.71
9702,18-06-2024,1869,93.04
9651,15-02-2024,11030,319.5
7222,23-03-2024,7710,732.92
6194,11-12-2023,372,696.56
9578,03-01-2024,2278,661.58
595,23-08-2024,1165,930.7
4239,06-01-2024,14944,152.72
3178,27-09-2024,5570,794.58
7905,27-03-2024,7616,584.5
4017,04-05-2024,5371,214.9
8593,29-10-2024,8912,777.46
4815,10-12-2023,9928,388.93
3349,16-08-2024,12253,989.4
1496,31-05-2024,187,817.94
4490,22-11-2023,1455,579.57
3541,19-11-2023,13405,754.34
2169,22-05-2024,12450,418.16
2531,16-02-2024,3830,80.45
6744,22-09-2024,5609,718.9
8123,28-12-2023,4730,850.8
2171,17-01-2024,14568,233.86
2759,30-05-2024,2745,585.95
9737,10-11-2023,6087,592.3
308,30-11-2023,794,493.38
8611,23-12-2023,14969,517.07
9970,14-02-2024,8790,425.7
8920,23-11-2023,9296,805.14
8301,15-05-2024,14849,358.7
7549,23-04-2024,7678,965.69
3028,08-07-2024,2132,74.91
3141,07-07-2024,6974,961.14
3088,17-10-2024,11394,120.23
6588,04-12-2023,6721,76.69
4703,15-10-2024,3033,853.13
1302,13-08-2024,9544,598.57
402,24-03-2024,36,411.69
2904,09-05-2024,8194,993.09
1674,22-10-2024,10633,505.59
6736,29-02-2024,4811,548.48
782,09-10-2024,663,271.69
6036,01-12-2023,11640,32.55
8468,15-06-2024,693,332.11
546,17-04-2024,359,136.46
4826,24-03-2024,11412,160.4
4971,10-10-2024,558,284.07
336,01-09-2024,7836,857.6
8299,22-09-2024,3554,739.5
9580,26-10-2024,8451,932.64
1541,17-06-2024,14790,944.32
8549,10-06-2024,11969,211.82
4460,27-09-2024,132,891.77
7773,16-02-2024,7962,956.85
8441,11-03-2024,11106,873.16
9490,08-01-2024,15000,898.16
5587,04-07-2024,10242,735.05
9230,28-03-2024,4407,567.11
7209,02-07-2024,4604,509.04
9522,11-04-2024,4871,64.37
2599,04-02-2024,6318,268.91
1700,15-12-2023,12547,592.23
7246,07-04-2024,11523,750.22
3175,26-10-2024,10877,236.77
2857,14-04-2024,846,593.59
8737,09-06-2024,13939,371.53
5693,15-02-2024,4022,630.56
5955,11-07-2024,14299,665.27
6267,10-12-2023,11714,227.85
3446,08-12-2023,4607,728.86
5540,06-07-2024,2678,59.99
8480,22-04-2024,13604,842.96
9342,29-08-2024,11887,905.07
3877,30-04-2024,11910,910.97
6836,10-03-2024,4817,71.32
5714,08-07-2024,7082,557.04
1609,16-05-2024,12090,719.63
6052,01-10-2024,3874,516.86
455,18-08-2024,7391,529.33
7313,05-02-2024,2898,883.68
5340,03-06-2024,10266,228.84
6041,02-05-2024,2231,597.5
8397,15-06-2024,12191,866.12
9181,04-03-2024,7437,818.78
9449,29-06-2024,11964,380.08
9650,23-08-2024,630,184.22
8735,10-07-2024,4529,477.11
4845,27-10-2024,14050,141.21
6296,23-12-2023,11139,389.71
1284,14-09-2024,10525,95.12
8854,15-06-2024,5902,576.34
8329,26-06-2024,6575,501.63
9661,10-02-2024,7841,163.91
9082,05-04-2024,11576,641.06
9289,20-08-2024,14307,586.11
1298,05-12-2023,3072,713.13
9171,31-01-2024,2610,988.95
3314,28-03-2024,6849,634.27
5796,07-01-2024,2552,227.42
9704,22-04-2024,8956,952.07
9594,20-04-2024,8069,270.98
3937,20-05-2024,3776,755.7
5072,04-09-2024,9015,764.63
8437,17-05-2024,9719,937.86
4808,19-05-2024,1321,699.66
3833,08-07-2024,5651,349.39
7488,19-09-2024,4273,655.06
5114,11-10-2024,10094,806.73
9160,18-02-2024,13518,291.22
1461,01-12-2023,9539,125.43
9408,17-09-2024,9119,264.11
1463,15-10-2024,7063,571.22
8330,01-09-2024,14430,903.23
8363,19-08-2024,7225,381.94
8591,10-01-2024,2866,685.68
3323,17-11-2023,1617,743.46
506,23-03-2024,4455,914.62
2187,04-11-2024,7351,731
4675,29-12-2023,7346,877.44
7365,26-11-2023,1754,948.12
1555,02-06-2024,10808,751.53
5250,14-04-2024,14946,170.67
8434,29-10-2024,396,160.77
3149,18-03-2024,8562,737.04
3833,19-07-2024,13218,460.28
5432,19-07-2024,2359,697.66
7093,16-09-2024,11233,310.97
3402,23-05-2024,9759,676.7
2496,14-02-2024,11264,540.44
2447,02-02-2024,5615,45.19
9407,26-08-2024,4308,45.22
6071,05-08-2024,4617,872.58
3897,02-02-2024,1015,618.46
2716,17-07-2024,4739,967.6
3337,22-11-2023,2387,60.65
6712,09-04-2024,434,420.3
4283,02-12-2023,3154,448.33
1811,06-03-2024,12056,71.99
2972,23-02-2024,2013,187.75
1530,19-08-2024,2168,653.62
3335,01-07-2024,4372,146.96
4967,30-03-2024,7592,777.16
5417,05-06-2024,226,331.45
4781,03-06-2024,5883,63.97
7275,17-11-2023,3522,756.19
3597,13-01-2024,11535,310.75
5614,15-07-2024,7230,629.07
5308,12-11-2023,10909,454.47
9835,19-10-2024,2863,855.34
7615,03-09-2024,127,227.64
1638,21-08-2024,1310,729.63
1892,28-12-2023,7819,992.92
9623,26-01-2024,988,216.07
9018,24-12-2023,12738,932.94
7157,01-10-2024,4878,241.75
599,22-05-2024,10405,852.44
6470,03-02-2024,7585,694.22
2343,05-11-2023,4984,611.94
2547,10-04-2024,9808,560.29
31,27-05-2024,12864,767.41
3426,28-08-2024,10030,741.85
6092,18-10-2024,11738,611.91
4681,08-01-2024,5721,687.03
19,09-06-2024,8169,716.13
5272,13-02-2024,13359,149.37
8059,21-06-2024,12159,702.53
9491,14-10-2024,10332,979.01
3947,18-07-2024,10218,574.23
1721,29-11-2023,13637,662.59
2269,31-12-2023,10888,508.66
2485,10-10-2024,8236,213.88
3751,10-08-2024,778,672.15
1864,20-06-2024,6560,545.34
839,18-11-2023,10191,204.08
5572,24-11-2023,12194,610.83
169,29-09-2024,7731,291.9
9285,23-08-2024,5327,242.6
7427,12-01-2024,4833,360.05
6287,11-06-2024,14509,344.6
6402,01-09-2024,4911,439.59
3384,16-06-2024,3123,579.06
3372,27-08-2024,6666,531.65
3227,15-04-2024,4940,101.89
3102,02-02-2024,2005,536.58
7580,04-05-2024,965,699.62
6895,23-02-2024,4931,390.56
6454,08-10-2024,12333,164.48
3019,14-07-2024,14083,612.65
9519,25-03-2024,5259,381.25
1539,05-05-2024,14004,685.74
776,18-04-2024,5116,995.96
813,29-07-2024,7599,790.01
2610,22-05-2024,10742,620.89
4204,18-04-2024,8300,467.16
794,23-06-2024,11490,437.69
7255,07-09-2024,12617,879.89
5103,05-12-2023,7765,295.24
3626,12-06-2024,10080,687.37
6335,08-07-2024,8370,596.24
2232,16-11-2023,3527,576.48
5868,07-12-2023,381,846.04
1656,21-12-2023,4131,891.38
7761,17-02-2024,3349,770.19
3895,01-08-2024,1841,384.53
3909,29-09-2024,14202,870.48
1394,11-02-2024,9461,943.38
9816,17-11-2023,7159,945.92
1252,17-12-2023,11723,100.08
5545,20-08-2024,6847,135.4
4792,31-03-2024,12795,491.38
8529,10-07-2024,14621,666.37
3193,15-06-2024,967,88.95
4334,02-04-2024,14931,156.4
472,02-03-2024,3244,182.8
9024,26-02-2024,7539,83.99
8972,02-04-2024,3880,40.69
6476,11-02-2024,5707,782.57
904,08-10-2024,8768,101.41
9316,02-05-2024,10929,833.44
9733,22-10-2024,8617,386.24
3485,09-06-2024,10272,398.71
6839,03-05-2024,6290,470.58
6173,31-01-2024,3719,133.69
5887,24-11-2023,13957,299.62
8617,18-06-2024,10304,404.18
451,25-08-2024,12611,558.67
7008,21-11-2023,9623,528.85
8427,23-11-2023,4505,857.86
5391,03-03-2024,11748,806.05
7171,03-11-2024,12015,833.71
5234,29-11-2023,492,658.8
5281,23-04-2024,4004,633.88
6,24-06-2024,12064,778.15
6826,22-12-2023,7330,515.87
9520,04-07-2024,3425,800.42
3027,11-07-2024,12514,796.8
8421,11-06-2024,7900,753.14
9968,08-10-2024,4008,127.96
4244,17-09-2024,10626,823.78
1217,20-12-2023,1907,365.09
4327,13-11-2023,6572,934.29
7605,13-04-2024,3947,856.32
4199,12-08-2024,2047,510.3
246,17-05-2024,11262,901.47
8913,22-12-2023,2930,928.08
1916,10-03-2024,9809,193.25
541,10-11-2023,14814,621.48
8015,29-03-2024,7239,257.76
6635,30-09-2024,7736,731.73
5931,17-06-2024,158,919.25
1192,26-08-2024,5770,239.15
1112,22-01-2024,8752,712.46
1765,10-10-2024,12969,574.03
4112,22-12-2023,8466,421.71
787,05-01-2024,14614,882.72
7059,10-04-2024,1427,833.02
6519,19-06-2024,3406,643.86
9934,25-07-2024,3333,136.24
2598,12-06-2024,702,96.31
8271,16-08-2024,8123,921.13
1046,10-01-2024,3042,786.48
708,07-12-2023,4501,201.96
4511,01-05-2024,7663,629.04
7326,14-09-2024,9363,817.58
6420,12-12-2023,7383,635.63
1959,24-08-2024,7575,458.59
1506,13-09-2024,12284,135.8
8701,08-06-2024,6942,542.19
8003,14-01-2024,2824,725.08
393,11-04-2024,6646,905.91
7787,01-03-2024,2854,98.64
2555,22-09-2024,10756,63.23
2393,12-09-2024,4266,124.17
188,21-07-2024,2783,202.22
5356,05-12-2023,9262,67.08
6057,14-10-2024,533,941.56
7273,21-07-2024,4844,425.68
263,02-10-2024,14304,306.78
8787,03-03-2024,288,415.89
9650,27-04-2024,12261,372.55
1727,09-10-2024,12172,251.37
7355,06-03-2024,6396,811.06
2673,15-02-2024,3778,531.13
3055,08-09-2024,14740,332.68
8176,08-12-2023,8770,850.34
2541,20-03-2024,2847,979.83
2917,13-02-2024,6704,497.5
1650,23-08-2024,7365,561.1
6615,06-02-2024,4325,668.23
3482,20-02-2024,3574,799.02
69,28-02-2024,10941,59.4
5195,19-08-2024,12528,39.25
5335,05-04-2024,1757,491.22
2705,09-11-2023,2412,730.59
1448,10-09-2024,11485,620.59
724,11-06-2024,8201,709.32
3035,24-12-2023,3008,940.26
5791,25-09-2024,5326,88.22
3792,05-04-2024,13283,520.18
1020,10-03-2024,5971,508.93
1596,02-05-2024,11137,465.51
741,20-05-2024,2329,773.37
3498,03-05-2024,9529,981.33
1407,08-01-2024,5023,518.49
7492,10-05-2024,3531,751.58
1909,31-10-2024,1758,698.03
4200,27-05-2024,3513,114.18
2050,14-10-2024,9863,365.06
9311,19-01-2024,3661,370.84
4461,24-01-2024,5158,98.78
4932,11-05-2024,1466,490.44
4874,21-07-2024,5623,235.56
7097,04-04-2024,5399,834.73
5042,18-06-2024,2871,292.79
1565,13-10-2024,2373,29.61
8825,26-09-2024,7224,873.85
7455,15-05-2024,7761,494.6
3083,12-12-2023,328,716.16
1600,06-02-2024,14021,233.85
4272,03-03-2024,9456,485.08
179,26-07-2024,6929,558.59
9297,06-01-2024,7213,950.62
4827,25-04-2024,14910,151.93
6507,10-04-2024,9419,411.31
2985,13-06-2024,5571,768.72
4175,08-08-2024,3819,739.42
7005,01-12-2023,3827,205.93
2208,30-08-2024,9752,916.53
1144,19-10-2024,13745,189.96
2952,06-03-2024,10061,146.27
7242,28-12-2023,8436,126.09
4875,16-08-2024,5851,225.37
1728,18-02-2024,13477,789.89
3147,19-04-2024,14219,913.15
9871,14-02-2024,8038,599.1
3558,23-10-2024,9142,951.52
7916,22-11-2023,13675,402.51
8317,22-11-2023,203,239.17
1193,02-02-2024,13815,35.04
4101,04-12-2023,10673,479.13
6199,06-02-2024,9360,97.96
3002,04-03-2024,10430,331.55
460,22-12-2023,6430,618.69
6495,01-03-2024,8498,915.43
5330,29-12-2023,8051,257.4
3582,08-11-2023,13482,852.24
3055,30-08-2024,4484,327.56
4337,18-05-2024,14137,502.25
8067,24-11-2023,14291,931.41
2324,03-12-2023,8954,172.69
9166,11-10-2024,12423,748.91
6791,24-08-2024,9884,75.05
