order_id,order_item_id,product_id,price_at_purchase,quantity
12059,360,1523,494.64,1
6231,361,1687,983.63,1
9454,362,904,272.44,1
7171,363,1026,770.63,1
12622,364,1000,298.57,1
10745,365,6,829.15,1
12212,366,1261,996.07,1
1701,367,919,363.61,1
5448,368,1915,510.72,1
11402,369,1490,298.66,1
9780,370,1464,402.1,1
5966,371,615,563.56,1
1465,372,754,258.54,1
13764,373,1309,610.75,1
4113,374,928,680.04,1
1076,375,321,27.73,1
13704,376,1896,292.3,1
12259,377,1653,605.67,1
13488,378,516,866.95,1
14888,379,1174,393.48,1
10280,380,730,562.7,1
3504,381,1793,419.55,1
14893,382,286,779.18,1
3247,383,774,381.47,1
7648,384,405,501.24,1
13974,385,1150,406.3,1
10848,386,1994,74.79,1
3480,387,98,281.02,1
11778,388,1857,997.92,1
9988,389,828,354.83,1
13767,390,909,451.07,1
3168,391,136,434.33,1
8301,392,907,83.19,1
5513,393,1253,625.82,1
9783,394,1219,685.72,1
6077,395,1957,29.6,1
3667,396,1928,921.81,1
5238,397,987,641.92,1
1127,398,1655,135.27,1
14292,399,427,612.27,1
10081,400,823,689.14,1
1409,401,22,136.45,1
991,402,318,797.1,1
8800,403,1240,592.66,1
4112,404,48,306.44,1
5054,405,1068,690.28,1
7141,406,520,483.87,1
6240,407,458,204.15,1
73,408,499,892.69,1
7019,409,1353,66.63,1
39,410,1171,665.12,1
7301,411,1113,76.79,1
5868,412,1915,209.06,1
1686,413,498,438.36,1
2041,414,1096,149.8,1
7449,415,143,712.28,1
7373,416,1148,814.8,1
2398,417,571,860.11,1
6002,418,1370,150.73,1
814,419,1238,57.04,1
10990,420,396,207.61,1
9179,421,726,724.06,1
13881,422,1284,939.8,1
47,423,1537,47.51,1
14412,424,1656,138.66,1
11071,425,1082,471.69,1
1684,426,1097,406.51,1
14528,427,220,266.73,1
3355,428,593,564.12,1
11170,429,644,161.74,1
5915,430,1282,292.23,1
275,431,346,531.5,1
11960,432,1239,103.87,1
6205,433,659,889.87,1
14804,434,1124,412.03,1
8,435,1525,597.94,1
8386,436,1455,973.1,1
11955,437,1055,58.26,1
8883,438,358,646.77,1
10438,439,680,671.62,1
547,440,1232,30.23,1
7619,441,189,267.26,1
500,442,392,73.13,1
3594,443,1873,50.88,1
9181,444,1682,39.69,1
7198,445,749,57.14,1
13887,446,207,357.81,1
7023,447,1906,541.66,1
5660,448,1355,28.56,1
10720,449,1490,960.94,1
13674,450,1211,36.26,1
4014,451,84,322.09,1
7374,452,186,449.43,1
4188,453,1826,332.27,1
7258,454,432,177.55,1
2536,455,1796,359.09,1
14687,456,1484,804.31,1
14319,457,1324,297.23,1
14267,458,1790,885.71,1
6751,459,1898,882.84,1
12054,460,1450,102.48,1
3404,461,1437,421.08,1
9465,462,1659,24.58,1
3029,463,612,664.86,1
5129,464,468,927.3,1
798,465,852,827.36,1
6325,466,886,548.07,1
2074,467,847,102.35,1
13526,468,522,450.84,1
13160,469,1077,253.76,1
8273,470,1793,528.04,1
5226,471,1637,320.63,1
8478,472,1232,179.79,1
10182,473,601,292.74,1
14427,474,125,771.5,1
1732,475,1893,914.01,1
6497,476,1219,823.07,1
6168,477,1306,91.35,1
1595,478,951,494.85,1
1660,479,1718,372.86,1
6204,480,294,549.02,1
2857,481,1359,213.86,1
195,482,1809,821.41,1
2418,483,1732,944.31,1
9773,484,764,128.81,1
5083,485,330,226.17,1
9705,486,1780,526.31,1
7605,487,555,565.55,1
10406,488,302,68.84,1
2942,489,1367,746.54,1
6232,490,1270,524.4,1
6595,491,718,453.8,1
6486,492,426,80.37,1
12462,493,1792,970.19,1
10029,494,495,932.98,1
10205,495,1634,641.16,1
9312,496,589,512.43,1
7815,497,1826,736.01,1
9342,498,1142,345.35,1
13237,499,1148,242.34,1
8880,500,506,989.49,1
1019,501,1021,782.23,1
7299,502,450,439.62,1
1520,503,1877,662.67,1
246,504,1999,179.11,1
5189,505,1842,24.44,1
11257,506,817,533.67,1
14187,507,1752,593.39,1
5854,508,457,483.56,1
5029,509,1740,912.06,1
8809,510,703,366.93,1
2410,511,662,301.37,1
8656,512,904,737.66,1
414,513,1111,111.9,1
11589,514,1248,224.3,1
483,515,471,556.46,1
8627,516,1926,34.37,1
2698,517,867,338.98,1
1417,518,653,692.27,1
3529,519,728,64.31,1
10217,520,1466,820.38,1
1401,521,298,445.58,1
4122,522,1042,930.91,1
14780,523,811,941.55,1
14491,524,1182,987.83,1
9960,525,1737,909.9,1
13030,526,269,726.5,1
14323,527,897,986.83,1
932,528,1235,458.15,1
8458,529,702,822.36,1
8344,530,824,741.48,1
7823,531,23,440.72,1
8393,532,1909,105.38,1
7983,533,545,724.96,1
7984,534,132,175.47,1
3478,535,1941,953.38,1
3485,536,1692,144.47,1
2620,537,862,551.4,1
1683,538,1842,173.84,1
5093,539,1181,432.67,1
404,540,790,843.03,1
12452,541,329,630.18,1
3717,542,1358,493.9,1
10250,543,51,49.41,1
4970,544,282,476.72,1
4581,545,1990,227.76,1
1286,546,139,200.99,1
1529,547,1532,308.25,1
8635,548,886,373.4,1
13791,549,1311,405.01,1
3985,550,483,670.09,1
4915,551,487,767.83,1
10082,552,1932,92.03,1
8322,553,461,273.68,1
7323,554,325,943.04,1
11435,555,1692,720.37,1
4762,556,850,849.85,1
13814,557,603,41.12,1
9180,558,405,787.86,1
606,559,1725,923.72,1
6642,560,1438,58.13,1
5747,561,342,214.87,1
4856,562,1189,888.6,1
2121,563,1082,663.22,1
3256,564,265,152.66,1
2800,565,1851,466.82,1
4776,566,405,721.28,1
1410,567,670,892.62,1
1657,568,1101,854.44,1
4544,569,1519,287.46,1
329,570,1561,767.35,1
9541,571,879,340.95,1
8485,572,517,993.72,1
9692,573,1230,451.28,1
2573,574,405,565.68,1
255,575,1372,413.43,1
5927,576,328,768.11,1
6816,577,115,490.77,1
12666,578,299,468.79,1
544,579,1607,27.74,1
3150,580,1540,612.66,1
12277,581,754,418.06,1
7180,582,1033,987.45,1
14526,583,1015,332.56,1
912,584,1085,377.9,1
8495,585,26,628.23,1
12772,586,275,602.06,1
11329,587,1532,87.89,1
9267,588,1525,495.88,1
10435,589,981,908.44,1
8054,590,861,999.82,1
11759,591,318,334.36,1
12448,592,540,213.64,1
10263,593,1942,693.71,1
605,594,1040,770.09,1
5592,595,312,135.48,1
7540,596,872,146.09,1
6371,597,1946,418.78,1
5344,598,636,59.44,1
10345,599,329,217.59,1
3725,600,336,480.03,1
11093,601,1412,937.96,1
5035,602,107,46.7,1
4829,603,1368,476.04,1
121,604,49,883.89,1
10372,605,226,907.87,1
9853,606,733,217.77,1
7790,607,902,283.85,1
857,608,621,36.94,1
7895,609,1278,767.12,1
3907,610,947,998.53,1
3453,611,68,240.36,1
14704,612,892,655.69,1
5133,613,1135,298.12,1
4420,614,1282,543.42,1
9516,615,1722,205.42,1
5622,616,805,507.24,1
12141,617,1796,438.76,1
8999,618,777,305.09,1
13721,619,1326,684.36,1
13107,620,1090,189,1
7839,621,1908,150.47,1
4987,622,476,181.19,1
11916,623,1196,529.01,1
12811,624,1298,443.74,1
8320,625,1181,664.03,1
784,626,1231,133.01,1
7014,627,1899,623.47,1
7320,628,48,294.22,1
6053,629,1267,512.69,1
11403,630,1359,65.4,1
11821,631,127,966.03,1
4469,632,183,225.32,1
6492,633,283,669.57,1
738,634,849,688.74,1
4145,635,1665,192.71,1
13398,636,1698,149.19,1
13155,637,1014,737.9,1
10687,638,1007,509.7,1
9070,639,493,710.2,1
11378,640,640,49.48,1
13308,641,1380,87.54,1
6374,642,533,520.7,1
5257,643,1970,676.87,1
6812,644,22,269.68,1
9582,645,1444,68.14,1
833,646,1587,154.32,1
3036,647,1291,329.99,1
8660,648,1062,456.86,1
9536,649,1281,712.64,1
4534,650,495,607.74,1
50,651,214,695.19,1
8142,652,534,76.69,1
13282,653,1294,842.77,1
2085,654,1133,605.37,1
3632,655,1274,92.64,1
6616,656,684,797.63,1
5723,657,1261,399.04,1
4510,658,230,792.1,1
14833,659,1785,293.07,1
2462,660,684,752.38,1
278,661,1035,530.99,1
13043,662,1559,387.92,1
2417,663,1573,453.21,1
13724,664,1343,457.7,1
9091,665,1464,380.26,1
3282,666,1740,351.74,1
9387,667,508,326.35,1
8421,668,1378,136.61,1
2601,669,80,534.34,1
13369,670,1617,109.9,1
6511,671,44,468.45,1
4412,672,800,523.27,1
3729,673,1477,947.41,1
5642,674,840,803.42,1
151,675,880,154.38,1
3699,676,1696,561.34,1
7604,677,759,917.43,1
10148,678,1283,394.2,1
2693,679,73,145.7,1
2192,680,1418,475.27,1
3172,681,1353,41.96,1
13113,682,1798,369.54,1
6103,683,483,822.32,1
4155,684,618,303.62,1
7202,685,103,704.44,1
13443,686,185,693.25,1
13589,687,242,614.53,1
7906,688,48,571.6,1
5713,689,989,577.25,1
8010,690,862,677.73,1
7416,691,1398,135.41,1
14198,692,354,20.46,1
9104,693,1320,417.7,1
13307,694,1032,933.72,1
9047,695,950,448.35,1
10222,696,1196,667.32,1
5500,697,1980,653.79,1
8500,698,815,641.3,1
6322,699,476,297.93,1
12140,700,357,373.33,1
975,701,1946,554.3,1
2094,702,1515,560.43,1
3259,703,1940,203.04,1
13717,704,299,753.02,1
10011,705,1458,948.23,1
5931,706,1087,433.39,1
3762,707,740,73.07,1
9385,708,1106,798.49,1
13314,709,584,545.65,1
1196,710,1836,498.37,1
10772,711,1591,40.72,1
11465,712,697,605.45,1
2309,713,1632,832.71,1
8427,714,465,673.49,1
10910,715,1970,922.53,1
2953,716,1659,96.75,1
3077,717,844,893.46,1
12690,718,31,437.37,1
2072,719,424,53.64,1
4342,720,1788,900.52,1
3013,721,96,49.83,1
2429,722,551,471.37,1
13872,723,466,280.2,1
3053,724,1854,223.58,1
3859,725,275,314.97,1
9892,726,689,388.97,1
2270,727,538,615.26,1
7809,728,1466,63.41,1
12152,729,953,646.72,1
6963,730,287,380.76,1
13632,731,1336,255.02,1
8918,732,1807,420.1,1
5123,733,154,289.13,1
2940,734,508,809.09,1
6228,735,923,893.37,1
13624,736,972,302.31,1
13403,737,1353,56.66,1
5017,738,927,559.95,1
10827,739,1177,809.72,1
5646,740,1223,888.17,1
9149,741,1324,622.5,1
12082,742,87,279.44,1
13690,743,1051,617.66,1
5614,744,260,163.57,1
12682,745,754,517.38,1
7737,746,1946,92.26,1
11956,747,343,890.16,1
3635,748,784,677.28,1
13466,749,820,694.35,1
7458,750,823,283.48,1
4866,751,1195,81.15,1
6431,752,160,500.09,1
8769,753,1651,963.4,1
1505,754,147,71.87,1
13514,755,1295,564.2,1
2943,756,41,253.84,1
6582,757,618,942.49,1
7584,758,569,309.72,1
13647,759,1419,794.94,1
9206,760,1484,940.43,1
12962,761,780,804.79,1
3805,762,1400,934.66,1
5372,763,1921,512.12,1
5352,764,51,826.68,1
3996,765,140,640,1
142,766,1402,990.41,1
6617,767,1660,811.98,1
2351,768,896,294.12,1
11422,769,1152,797,1
348,770,1293,85.08,1
4246,771,966,925.67,1
2441,772,132,581.08,1
306,773,1283,588.22,1
3950,774,1459,951.6,1
13207,775,1671,942.1,1
40,776,748,463.28,1
2334,777,865,820.98,1
10965,778,1725,859.47,1
12174,779,573,805.11,1
8193,780,981,549.17,1
5595,781,1996,419.01,1
1606,782,1323,839,1
6018,783,302,696.55,1
752,784,1445,945.52,1
10172,785,1437,761.78,1
580,786,799,928.38,1
7862,787,1351,636.11,1
11623,788,477,578.2,1
4735,789,1316,979.7,1
9867,790,966,276.51,1
6526,791,1354,674.87,1
2411,792,1960,947.98,1
7417,793,1064,333.46,1
3692,794,163,358.7,1
509,795,1111,171.67,1
14294,796,1143,930.99,1
11704,797,1337,675.91,1
8196,798,1571,416.1,1
12958,799,1197,334.41,1
9186,800,1257,697.51,1
5312,801,1844,123.3,1
4024,802,1277,413.73,1
11190,803,1848,380.84,1
11697,804,1346,784.04,1
3659,805,1444,566.69,1
13760,806,176,653.24,1
14561,807,706,34.8,1
4224,808,1233,872.81,1
11762,809,182,471.71,1
307,810,508,142.43,1
6370,811,1836,484.2,1
5222,812,1879,58.87,1
11238,813,552,462.67,1
9957,814,375,880.29,1
6131,815,1137,645.42,1
13553,816,857,108.23,1
1236,817,524,513.89,1
12049,818,1063,79.92,1
12498,819,181,245.74,1
230,820,724,527.98,1
4764,821,930,553.81,1
2909,822,853,462.71,1
154,823,966,528.62,1
7784,824,1477,432.23,1
10473,825,838,202.52,1
9978,826,677,888.96,1
10415,827,684,580.69,1
10936,828,1027,136.93,1
4919,829,602,750.57,1
9739,830,1202,611.67,1
9980,831,473,58.31,1
3994,832,1667,880,1
14410,833,1159,890.71,1
12658,834,637,538.03,1
5663,835,857,858.73,1
1869,836,653,93.04,1
7644,837,213,903.7,1
2864,838,51,125.26,1
11030,839,1742,319.5,1
9371,840,558,663.79,1
7,841,1359,98.16,1
7710,842,59,732.92,1
372,843,1701,696.56,1
2278,844,1809,661.58,1
1165,845,1014,930.7,1
14944,846,452,152.72,1
5570,847,1200,794.58,1
7616,848,670,584.5,1
6476,849,1675,972.39,1
4868,850,940,356.63,1
5371,851,438,214.9,1
8912,852,763,777.46,1
2895,853,1066,929.85,1
10765,854,898,210.76,1
9928,855,913,388.93,1
11338,856,203,395.65,1
12253,857,1025,989.4,1
13643,858,503,415.15,1
2548,859,507,673.93,1
10738,860,1123,34.44,1
187,861,890,817.94,1
1455,862,615,579.57,1
13405,863,1244,754.34,1
13245,864,217,972.88,1
3166,865,764,652.68,1
12450,866,1183,418.16,1
3830,867,635,80.45,1
9190,868,86,191.56,1
2688,869,1810,518.93,1
5609,870,1258,718.9,1
14646,871,228,479.88,1
4730,872,1176,850.8,1
14568,873,876,233.86,1
5428,874,281,695.62,1
11189,875,246,730.92,1
2745,876,1708,585.95,1
13300,877,826,583.2,1
6087,878,1442,592.3,1
794,879,514,493.38,1
14969,880,888,517.07,1
8790,881,594,425.7,1
9296,882,1386,805.14,1
14849,883,813,358.7,1
7678,884,896,965.69,1
6920,885,14,274.84,1
4399,886,1326,240.27,1
8113,887,1232,506.38,1
2132,888,745,74.91,1
7231,889,602,565.44,1
7968,890,328,927.81,1
9269,891,1134,496.49,1
863,892,502,337.69,1
6974,893,789,961.14,1
11394,894,1864,120.23,1
6721,895,353,76.69,1
3033,896,807,853.13,1
9544,897,1378,598.57,1
389,898,223,336.01,1
36,899,358,411.69,1
10631,900,1382,49.37,1
11808,901,85,901.4,1
8194,902,1549,993.09,1
6919,903,680,565.91,1
10633,904,1216,505.59,1
4811,905,1585,548.48,1
663,906,1433,271.69,1
10008,907,481,708.81,1
7502,908,1799,167.72,1
11640,909,1724,32.55,1
11032,910,1150,336.45,1
13667,911,1978,34.65,1
693,912,1707,332.11,1
359,913,313,136.46,1
11412,914,797,160.4,1
1379,915,267,879.41,1
558,916,1214,284.07,1
7836,917,1482,857.6,1
2251,918,37,188.52,1
3554,919,729,739.5,1
8451,920,1303,932.64,1
6501,921,609,348.43,1
14790,922,1698,944.32,1
13517,923,1817,310.84,1
4341,924,157,80.9,1
11969,925,1896,211.82,1
132,926,9,891.77,1
7962,927,1281,956.85,1
11106,928,4,873.16,1
2405,929,478,432.59,1
15000,930,713,898.16,1
9944,931,1328,547.08,1
8332,932,583,79.2,1
5367,933,1939,934.58,1
10717,934,539,64.31,1
8852,935,1283,419.02,1
9407,936,1019,717.57,1
9175,937,1539,225.23,1
10242,938,1169,735.05,1
4407,939,324,567.11,1
4604,940,108,509.04,1
4871,941,1863,64.37,1
6318,942,1699,268.91,1
12547,943,1581,592.23,1
11523,944,659,750.22,1
8180,945,328,539.34,1
10877,946,1273,236.77,1
846,947,1296,593.59,1
787,948,1025,53.48,1
13939,949,1048,371.53,1
4022,950,51,630.56,1
14299,951,1810,665.27,1
11714,952,1274,227.85,1
4607,953,1153,728.86,1
6697,954,1313,633.15,1
2678,955,1562,59.99,1
1536,956,52,861.68,1
3089,957,974,111.08,1
13604,958,1898,842.96,1
11887,959,1587,905.07,1
11910,960,577,910.97,1
4817,961,117,71.32,1
7082,962,1785,557.04,1
2961,963,1740,851.75,1
11193,964,1822,757.27,1
12090,965,1610,719.63,1
3874,966,1429,516.86,1
7391,967,673,529.33,1
868,968,1384,309.06,1
2898,969,1252,883.68,1
10266,970,1264,228.84,1
12870,971,255,539.68,1
7863,972,275,634.32,1
2231,973,920,597.5,1
12191,974,593,866.12,1
7437,975,669,818.78,1
11964,976,1957,380.08,1
2703,977,1833,194.85,1
4748,978,1614,367.75,1
630,979,258,184.22,1
2305,980,684,266.5,1
4529,981,1397,477.11,1
14050,982,636,141.21,1
11139,983,1107,389.71,1
9851,984,1658,766.3,1
10525,985,522,95.12,1
3634,986,160,699.93,1
629,987,879,796.3,1
13213,988,156,613.8,1
5902,989,1653,576.34,1
6575,990,460,501.63,1
7841,991,813,163.91,1
11576,992,606,641.06,1
14307,993,1556,586.11,1
3072,994,190,713.13,1
10133,995,1124,167.17,1
2610,996,794,988.95,1
14474,997,671,820.05,1
1271,998,1105,597.77,1
6849,999,1918,634.27,1
3791,1000,286,757.75,1
5851,1398,1,225.37,1
2013,1075,2,187.75,1
9787,16031,3,6.6,1
13375,1420,3,473.46,1
10264,15109,4,0.71,1
651,15999,5,6.44,1
2563,15334,5,2.21,1
11262,1247,5,901.47,1
13016,16021,8,6.53,1
5862,15972,9,6.24,1
10555,16241,11,8.1,1
13441,15769,12,4.98,1
11933,15953,14,6.16,1
11933,1207,14,38.03,1
13766,15508,14,3.42,1
10844,15790,15,5.13,1
11828,15875,15,5.69,1
11828,1037,15,956.56,1
1183,15495,16,3.35,1
14196,15677,16,4.36,1
1427,1276,17,833.02,1
10417,15180,17,1.19,1
13696,15022,18,0.11,1
326,16048,19,6.72,1
3930,15672,19,4.34,1
9360,1411,19,97.96,1
10927,16037,20,6.65,1
6812,15737,22,4.75,1
14628,16402,23,9.2,1
2968,15502,25,3.38,1
9185,15460,25,3.08,1
9756,15302,25,2,1
10571,15481,25,3.22,1
12489,15940,25,6.05,1
9265,15884,28,5.73,1
14951,15192,28,1.27,1
3868,15437,30,2.97,1
13241,16045,30,6.7,1
2256,15310,31,2.06,1
4470,15845,31,5.49,1
